id,title,price,url,image_url,series,processor,graphics,memory,storage,display,wifi,battery,others
35712,"ASUS ExpertBook P5 G1 (16"" Intel)",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g1-16-intel/,https://dlcdnwebimgs.asus.com/gain/3615bd20-7b18-4bc1-91cd-415f2c6623d6/w185,ASUS Official,Up to Intel ® Core™ Ultra 7 processors,Intel Integrated Graphics,,Dual-SSD support up to 6TB storage,,,Long-lasting 70Wh battery,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Up to 45W TDP with ExpertCool thermal | Sleek, ergonomic design | ASUS MyExpert AI assistant"
34706,"ASUS ExpertBook P5 G1 (14"" Intel)",7999.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g1-14-intel/,https://dlcdnwebimgs.asus.com/gain/4137420c-4450-480b-8570-fd038423c3d7/w185,ASUS Official,Up to Intel ® Core™ Ultra 7 processors,Intel Integrated Graphics,,Dual-SSD support up to 6TB storage,,,Long-lasting 70Wh battery,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Up to 45W TDP with ExpertCool thermal | Sleek, ergonomic design | ASUS MyExpert AI assistant"
28617,ASUS Vivobook 16 (M1607); Copilot+ PC,,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-16-m1607/,https://dlcdnwebimgs.asus.com/gain/c91634e5-c855-4506-9422-cf3bea340916/w185,ASUS Official,Up to AMD Ryzen™ AI 7 350 processor,Up to AMD Radeon™ Graphics,Up to 32 GB DDR5 memory,Up to 1 TB PCIe ® 4.0 x4 SSD,16” 16:10 FHD IPS 60 Hz NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Pro for business | Larger touchpad with Smart Gesture | FHD IR camera with face recognition
22440,ASUS Vivobook 14 (M1405),,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-14-oled-m1405/,https://dlcdnwebimgs.asus.com/gain/0d9cc1c7-5c0f-422f-89ea-6ccb9cf32cce/w185,ASUS Official,Up to AMD Ryzen™ 7 170 processor,AMD Radeon Graphics,Up to 16 GB DDR5 memory,Up to 1 TB SSD storage,14” WUXGA (1920 x 1200) NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Home for business | Optional fingerprint login sensor | ASUS Antimicrobial Guard Plus | Military-grade durability
90NR0LP2-M008N0,ROG Strix G18 (2026),,https://rog.asus.com/my/laptops/rog-strix/rog-strix-g18-2026/,https://dlcdnwebimgs.asus.com/gain/D293897B-7F67-4CC9-8C4E-7796764031C8/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 290HX Plus,NVIDIA® GeForce RTX™ 5060 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"18"" 2.5K (2560 x 1600, WQXGA) 16:10 300Hz ROG Nebula Display",,,Windows 11 Home
90NR0LJ1-M00BK0,ROG Strix G16 (2026),13999.00,https://rog.asus.com/my/laptops/rog-strix/rog-strix-g16-2026/,https://dlcdnwebimgs.asus.com/gain/24000A14-8DB0-43FB-A670-FD5C6A052144/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 290HX Plus,NVIDIA® GeForce RTX™ 5060 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"16"" 2.5K (2560 x 1600, WQXGA) 16:10 300Hz ROG Nebula Display",,,Windows 11 Home
90NR0LI1-M00HY0,ROG Strix SCAR 18 (2026),,https://rog.asus.com/my/laptops/rog-strix/rog-strix-scar-18-2026/,https://dlcdnwebimgs.asus.com/gain/BF6C0FA0-C6B9-4ED4-9FC7-3ECFFE707213/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 290HX Plus,NVIDIA® GeForce RTX™ 5080 Laptop GPU,,2TB M.2 NVMe™ PCIe® 4.0 Performance SSD storage,"18"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz ROG Nebula HDR Display",,,Windows 11 Home
90NR0NT2-M006Y0,ROG Zephyrus Duo (2026),,https://rog.asus.com/my/laptops/rog-zephyrus/rog-zephyrus-duo-2026/,https://dlcdnwebimgs.asus.com/gain/52E0E939-8413-4B35-8197-0F581DB0CC30/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 386H,NVIDIA® GeForce RTX™ 5090 Laptop GPU,,2TB PCIe® 5.0 NVMe™ M.2 Performance SSD storage,"16"" 3K (2880 x 1800) 16:10 120Hz OLED ROG Nebula HDR Display touchscreen",,,Windows 11 Home
90NR0P93-M000R0,ROG Zephyrus G14 (2026) GU405,,https://rog.asus.com/my/laptops/rog-zephyrus/rog-zephyrus-g14-2026-gu405/,https://dlcdnwebimgs.asus.com/gain/5A7EC039-7097-47E1-A8F9-A29ADF62FF25/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 386H,NVIDIA® GeForce RTX™ 5070 Ti Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"14"" 3K (2880 x 1800) 16:10 120Hz OLED ROG Nebula HDR Display",,,Windows 11 Home
90NR0PI4-M003H0,ROG Zephyrus G16 (2026),,https://rog.asus.com/my/laptops/rog-zephyrus/rog-zephyrus-g16-2026/,https://dlcdnwebimgs.asus.com/gain/4322A382-3010-420B-A036-C05706B68CED/w185,ASUS Official,Intel® Core™ Ultra 9 Processor 386H,NVIDIA® GeForce RTX™ 5060 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"16"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz OLED ROG Nebula HDR Display",,,Windows 11 Home
29674,ASUS Vivobook 14 (A1407),,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-14-a1407/,https://dlcdnwebimgs.asus.com/gain/27b4deaa-9ad4-4b20-ad2d-38bd453d661b/w185,ASUS Official,Intel ® Core™ Ultra 5 processor (Series 2),Up to Intel ® ARC™ Graphics,Up to 32 GB DDR5 memory,Up to 1 TB PCIe ® 4.0 x4 SSD,14” 16:10 FHD IPS 60 Hz NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Home for business | 30% larger touchpad with Smart Gesture | FHD IR camera with face recognition
34681,"ASUS ExpertBook P3 G1 (16"" Intel)",5299.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-g1-16-intel/,https://dlcdnwebimgs.asus.com/gain/65ca3742-faf1-4937-a269-9a1f54aeeaa5/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 processor,Intel Integrated Graphics,Up to 64 GB of DDR5 memory,Up to 2 TB dual SSDs storage,,,,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | ASUS MyExpet AI assistant | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution
34680,"ASUS ExpertBook P3 G1 (14"" Intel)",5299.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-g1-14-intel/,https://dlcdnwebimgs.asus.com/gain/1f04c748-a95c-4808-84d8-2009f2409186/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 processor,Intel Integrated Graphics,Up to 64 GB of DDR5 memory,Up to 2 TB dual SSDs storage,,,,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | ASUS MyExpet AI assistant | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution
34683,"ASUS ExpertBook B3 G1 (16"" Intel)",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g1-16-intel/,https://dlcdnwebimgs.asus.com/gain/3f447865-7815-414e-9b68-49221b69d529/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 processor,Intel ® Graphics/Arc™,Up to 64GB DDR5 memory,Up to 2TB SSD storage,,,Up to 70Wh high-capacity battery,Windows 11 Pro | Up to 16” 2.5K NanoEdge display | Enterprise-grade security with ASUS ExpertGuardian
34682,"ASUS ExpertBook B3 G1 (14"" Intel)",6999.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g1-14-intel/,https://dlcdnwebimgs.asus.com/gain/97702343-f95b-4c19-8fac-17302c97ffdd/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 processor,Intel ® Graphics/Arc™,Up to 64GB DDR5 memory,Up to 2TB SSD storage,,,Up to 70Wh high-capacity battery,Windows 11 Pro | Up to 14” 2.5K NanoEdge display | Enterprise-grade security with ASUS ExpertGuardian
90NR0QL2-M008Z0,ROG Zephyrus G14 (2026) GA403,,https://rog.asus.com/my/laptops/rog-zephyrus/rog-zephyrus-g14-2026-ga403/,https://dlcdnwebimgs.asus.com/gain/A24F5CCE-B9F9-47FA-95CA-9DBEE7897F21/w185,ASUS Official,AMD Ryzen™ AI 9 465 Processor,NVIDIA® GeForce RTX™ 5060 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"14"" 3K (2880 x 1800) 16:10 120Hz OLED ROG Nebula HDR Display",,,Windows 11 Home | AMD XDNA™ NPU up to 50TOPS
90NR0JY2-M00DC0,ROG Flow Z13-KJP,,https://rog.asus.com/my/laptops/rog-flow/ROG-Flow-Z13-KJP/,https://dlcdnwebimgs.asus.com/gain/F818CC40-6E85-45FE-9C8B-64999B40C972/w185,ASUS Official,AMD Ryzen™ AI MAX+ 395 Processor,AMD Radeon Graphics,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"13.4"" 2.5K (2560 x 1600, WQXGA) 16:10 180Hz ROG Nebula Display touchscreen",,,Windows 11 Home | AMD XDNA™ NPU up to 50TOPS
32322,ASUS ExpertBook P3 G2 (16'' AMD),,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-g2-16-amd/,https://dlcdnwebimgs.asus.com/gain/d83b5f40-a448-4924-a83f-dc0ca71c40ad/w185,ASUS Official,Powered by up to AMD ® Ryzen™ 7 processor,AMD ® Radeon™ Graphics,Up to 64 GB of DDR5 memory,Up to 1 TB dual-SSD storage,,,,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution
32321,ASUS ExpertBook P3 G2 (14'' AMD),,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-g2-14-amd/,https://dlcdnwebimgs.asus.com/gain/ec06c206-c131-49a6-939d-6ae297bf0a9c/w185,ASUS Official,Powered by up to AMD ® Ryzen™ 7 processor,AMD ® Radeon™ Graphics,Up to 64 GB of DDR5 memory,Up to 1 TB dual-SSD storage,,,,Windows 11 Pro | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution
33484,"ASUS ExpertBook PM5 G2 (16"" AMD); Copilot+ PC",9899.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g2-16-amd/,https://dlcdnwebimgs.asus.com/gain/89f5fe05-c5e6-45d7-abd9-935aa594798a/w185,ASUS Official,Up to AMD Ryzen™ AI 9 HX processors with up to 55 NPU TOPS,AMD Radeon Graphics,Up to 64GB DDR5 RAM,Dual-SSD support up to 3TB storage,,,Long-lasting 70Wh battery,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Up to 45W TDP with ExpertCool thermal | ASUS MyExpert AI assistant | ExpertCool thermal supporting up to 45W TDP
33483,"ASUS ExpertBook PM5 G2 (14"" AMD); Copilot+ PC",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g2-14-amd/,https://dlcdnwebimgs.asus.com/gain/90b9e7e7-0e1d-484b-9938-571901d4c029/w185,ASUS Official,Up to AMD Ryzen™ AI 9 HX processors with up to 55 NPU TOPS,AMD Radeon Graphics,Up to 64GB DDR5 RAM,Dual-SSD support up to 3TB storage,,,Long-lasting 70Wh battery,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Up to 45W TDP with ExpertCool thermal | ASUS MyExpert AI assistant | ExpertCool thermal supporting up to 45W TDP
34602,ASUS ExpertBook P5 G2 (16'' Intel); Copilot+ PC,,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g2-16-intel/,https://dlcdnwebimgs.asus.com/gain/a3e4eb95-2eeb-4b08-ae62-89508aa5791e/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor,Intel Integrated Graphics,Up to 64 GB of DDR5x memory,Up to 2 TB single SSD storage,"Up to 16-inch 16:10, anti-glare display",,,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution | Lightweight design, starting at 1.79kg"
34603,ASUS ExpertBook P5 G2 (14'' Intel); Copilot+ PC,,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p5-g2-14-intel/,https://dlcdnwebimgs.asus.com/gain/f6720eb9-dc91-4141-8c05-4660e706a978/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor,Intel Integrated Graphics,Up to 64 GB of DDR5x memory,Up to 2 TB single SSD storage,"Up to 14-inch 16:10, anti-glare display",,,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Business-grade security with ASUS ExpertGuardian | ASUS ExpertCool thermal solution | Lightweight design, starting at 1.38kg"
33369,ASUS ExpertBook B3 G2 (14'' AMD); Copilot+ PC,6799.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g2-14-amd/,https://dlcdnwebimgs.asus.com/gain/76b87590-65da-4314-8e8e-9dde6ee41e98/w185,ASUS Official,Powered by up to AMD Ryzen™ AI 9 HX processor,Up to AMD Radeon™ Graphics,Up to 64GB DDR5 memory,Up to 1TB SSD storage,2.5K 14-inch display with 144Hz refresh rate and 400nits brightness,WiFi 7 technology,,Windows 11 Pro - ASUS recommends Windows 10 Pro for business | Enterprise-grade security with ASUS ExpertGuardian
34604,"ASUS ExpertBook B3 G2 (16"" Intel); Copilot+ PC",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g2-16-intel/,https://dlcdnwebimgs.asus.com/gain/4fb1c576-cc39-4e6b-b029-8a33c2b963dd/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor,Up to Intel ® Graphics,Up to 64GB DDR5 memory,Up to 2TB SSD storage,2.5K 16-inch display with 144Hz refresh rate and 400nits brightness,WiFi 7 technology,,Windows 11 Pro - ASUS recommends Windows 10 Pro for business | Enterprise-grade security with ASUS ExpertGuardian
33368,ASUS ExpertBook B3 G2 (16'' AMD); Copilot+ PC,,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g2-16-amd/,https://dlcdnwebimgs.asus.com/gain/e8e294a0-d8a7-4f01-991c-83963df52e91/w185,ASUS Official,Powered by up to AMD Ryzen™ AI 9 HX processor,Up to AMD Radeon™ Graphics,Up to 64GB DDR5 memory,Up to 1TB SSD storage,2.5K 16-inch display with 144Hz refresh rate and 400nits brightness,WiFi 7 technology,,Windows 11 Pro | Enterprise-grade security with ASUS ExpertGuardian
34605,"ASUS ExpertBook B3 G2 (14"" Intel); Copilot+ PC",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b3-g2-14-intel/,https://dlcdnwebimgs.asus.com/gain/a680b384-e737-4048-bd6d-b3a0bfe3c273/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor,Up to Intel ® Graphics,Up to 64GB DDR5 memory,Up to 2TB SSD storage,2.5K 14-inch display with 144Hz refresh rate and 400nits brightness,WiFi 7 technology,,Windows 11 Pro - ASUS recommends Windows 10 Pro for business | Enterprise-grade security with ASUS ExpertGuardian
34596,"ASUS ExpertBook B5 G2 (16"" Intel); Copilot+ PC",,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b5-g2-16-intel/,https://dlcdnwebimgs.asus.com/gain/7db719d3-22d9-45b0-884d-89ad86130ffd/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor with up to 50 TOPS NPU,Intel Integrated Graphics,Up to 96GB DDR5 RAM,Up to 6TB dual-SSD storage,,,High capacity 63Wh battery,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | ASUS ExpertGuardian for enterprise-grade security | Durable built that meets US MIL-STD 810H standards | Tailored solutions, effortless management"
34595,"ASUS ExpertBook B5 G2 (14"" Intel); Copilot+ PC",7499.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-b5-g2-14-intel/,https://dlcdnwebimgs.asus.com/gain/1850b67e-ff19-45f7-9e36-6d02e2d9b380/w185,ASUS Official,Powered by up to Intel ® Core™ Ultra 7 Series 3 processor with up to 50 TOPS NPU,Intel Integrated Graphics,Up to 96GB DDR5 RAM,Up to 6TB dual-SSD storage,,,High capacity 63Wh battery,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | ASUS ExpertGuardian for enterprise-grade security | Lightweight and durable at 1.38 kg, built to meet US MIL-STD 810H standards | Tailored solutions, effortless management"
32332,ASUS ExpertBook Ultra; Copilot+ PC,13699.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-ultra/,https://dlcdnwebimgs.asus.com/gain/9d3fb65e-12b9-4e88-a5d6-1644ece120b3/w185,ASUS Official,Up to the latest Intel ® Core™ Ultra X9 Series 3 processor with Intel ® Arc™ graphics,Intel Integrated Graphics,9H durability leveraging Nano Ceramic Technology,,Up to 14-inch 3K Tandem OLED with 1400 nits HDR brightness,,,"Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Up to 50 NPU TOPS performance | Premium all-metal design, starting at 0.99kg and 10.9mm thin | ASUS ExpertCool Pro dual-fan cooling system delivers up to 50W TDP performance"
34660,ASUS TUF Gaming A14 (2026) FA401EA,,https://www.asus.com/my/laptops/for-gaming/tuf-gaming/asus-tuf-gaming-a14-2026-fa401ea/,https://dlcdnwebimgs.asus.com/gain/45542e0a-cfe1-4df7-840a-8898de542793/w185,ASUS Official,AMD Ryzen™ AI MAX+ 392 Processor,AMD Radeon Graphics,Up to 64GB LPDDR5X 8533 on board,Up to 2TB PCIe® 4.0 NVMe™ M.2 SSD,"Up to 14-inch, 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, Refresh Rate:165Hz",,,Up to Windows 11 Pro | AMD XDNA™ NPU up to 55+TOPS
33493,ASUS Zenbook DUO (UX8407); Copilot+ PC,13999.00,https://www.asus.com/my/laptops/for-home/zenbook/asus-zenbook-duo-ux8407/,https://dlcdnwebimgs.asus.com/gain/cee1353c-a974-4436-9235-ce4443f58285/w185,ASUS Official,Up to Intel ® Core™ Ultra X9 Series 3 processor,Intel Integrated Graphics,High-tech ceramic – Ceraluminum™,Up to 2TB PCIe ® 4.0 x4 SSD,Dual 14” 3K 144Hz ASUS Lumina Pro OLED touchscreens,,Dual-battery system with 99Wh battery,"Windows 11 Home - ASUS recommends Windows 11 Pro for business | Up to 32GB LPDDR5x memory | Versatile modes: Dual Screen, Desktop, Laptop, Sharing Mode"
34556,ProArt PZ14 (HT7407); Copilot+ PC,11999.00,https://www.asus.com/my/laptops/for-creators/proart/proart-pz14-ht7407/,https://dlcdnwebimgs.asus.com/gain/3724e2c3-d1c7-45a9-9d87-43d2db53b2dc/w185,ASUS Official,Snapdragon ® X2 Elite processor with 18 cores and up to 80 TOPs NPU,Qualcomm ® Adreno™ GPU,Up to 32GB memory,Up to 1TB SSD storage,"14” 3K up to 1,000 nits 144 Hz VRR anti-reflection coating ASUS Lumina Pro OLED 16:10 touchscreen",Detachable Bluetooth keyboard and stand cover,,Windows 11 Home - ASUS recommends Windows 11 Pro for business | Copilot+ PC | MPP 2.6 stylus support | IP52-rated and military-grade durability
33489,ASUS Zenbook A16 (UX3607); Copilot+ PC,6599.00,https://www.asus.com/my/laptops/for-home/zenbook/asus-zenbook-a16-ux3607/,https://dlcdnwebimgs.asus.com/gain/ec3e3399-c34a-4ed9-be76-c9be1ac1ca6e/w185,ASUS Official,Up to Snapdragon ® X2 Elite Extreme processor,Qualcomm Adreno Graphics,High-tech ceramic: Ceraluminum™,Up to 2TB PCIe ® Gen 4 SSD,Up to 16:10 3K OLED display with 6 speakers,,21+ hours of sustained battery,Windows 11 Home - ASUS recommends Windows 11 Pro for business | 1.2 kg ultra-portable Copilot+ PC | Up to 48GB LPDDR5x 9600 MT/s RAM | Full I/O ports with two USB4 ® and SD card reader
34562,ProArt GoPro Edition (PX13 | HN7306); Copilot+ PC,,https://www.asus.com/my/laptops/for-creators/proart/proart-gopro-edition-px13-hn7306/,https://dlcdnwebimgs.asus.com/gain/ed87296a-777a-4aba-a66d-bbb79025c196/w185,ASUS Official,Up to AMD Ryzen™ AI Max+ 395 processor,AMD Radeon Graphics,Up to 128GB memory,Up to 1TB SSD storage,13.3” 3K OLED 16:10 display,WiFi 7 (802.11be),,Windows 11 Pro | Copilot+ PC | Dedicated neural processing unit | ASUS DialPad
31167,ASUS ExpertBook PM3 (PM3406); Copilot+ PC,4999.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-pm3406/,https://dlcdnwebimgs.asus.com/gain/d8f08a6e-929a-4d45-b6a0-5b4932eb5db2/w185,ASUS Official,Powered by up to AMD Ryzen™ AI 7 PRO processors,AMD Radeon Graphics,Up to 64GB DDR5 RAM4,Dual-SSD support up to 3TB storage,,Always stay connected with up to Wi-Fi 7,Productivity on the go with high capacity 70Wh battery,Windows 11 Pro - ASUS recommends Windows 11 Pro for business | Power through AI workloads with up to 45W TDP | ExpertCool thermal solution keeps things cool whether opened or closed
31166,ASUS ExpertBook PM3 (PM3606); Copilot+ PC,5299.00,https://www.asus.com/my/laptops/for-work/expertbook/asus-expertbook-p3-pm3606/,https://dlcdnwebimgs.asus.com/gain/f22e023a-d288-42de-93e2-47bc9c910ba6/w185,ASUS Official,Powered by up to AMD Ryzen™ AI 7 processors,AMD Radeon Graphics,Up to 64GB DDR5 RAM4,Dual-SSD support up to 3TB storage,,Always stay connected with up to Wi-Fi 7,Productivity on the go with high capacity 70Wh battery,Windows 11 Pro | Power through AI workloads with up to 45W TDP | ExpertCool thermal solution keeps things cool whether opened or closed
90NR0L58-M001Z0,ROG Strix G18 (2025) G814,,https://rog.asus.com/my/laptops/rog-strix/rog-strix-g18-2025-g814/,https://dlcdnwebimgs.asus.com/gain/411E94B0-A933-4A47-824A-1EF025652775/w185,ASUS Official,AMD Ryzen™ 9 9955HX Processor,NVIDIA® GeForce RTX™ 5070 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"18"" 2.5K (2560 x 1600, WQXGA) 16:10 240Hz ROG Nebula Display",,,Windows 11 Home
90NR0KW7-M008E0,ROG Strix G16 (2025) G614,9099.00,https://rog.asus.com/my/laptops/rog-strix/rog-strix-g16-2025-g614/,https://dlcdnwebimgs.asus.com/gain/F31D9BD8-34F4-442B-8053-7FDE1BF7189C/w185,ASUS Official,AMD Ryzen™ 9 8940HX Processor,NVIDIA® GeForce RTX™ 5060 Laptop GPU,,1TB M.2 NVMe™ PCIe® 4.0 SSD storage,"16"" 2.5K (2560 x 1600, WQXGA) 16:10 300Hz ROG Nebula Display",,,Windows 11 Home
31165,ASUS TUF Gaming A14 (2025),7499.00,https://www.asus.com/my/laptops/for-gaming/tuf-gaming/asus-tuf-gaming-a14-2025/,https://dlcdnwebimgs.asus.com/gain/c563e899-8bbe-4f9c-81ad-030863b1b9a8/w185,ASUS Official,Up AMD Ryzen™ AI 7 H 350 Processor,NVIDIA® GeForce RTX™ 5060 Laptop GPU,Up to 16GB*2 LPDDR5X 7500 on board,Up to 2TB PCIe® 4.0 NVMe™ M.2 SSD,"Up to 14-inch, 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, Refresh Rate:165Hz",,,Windows 11 Home
30781,ASUS Vivobook S16 (S3607); Copilot+ PC,6299.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-s16-s3607/,https://dlcdnwebimgs.asus.com/gain/520eaec0-3e4d-4e59-9b48-cb077e7dd702/w185,ASUS Official,Up to Intel ® Core™ Ultra 7 processor (Series 2),UMA (Intel ® UHD Graphics),Up to 16 GB DDR5 memory,Up to 1 TB PCIe ® 4.0 x4 SSD,16” 16:10 FHD OLED or 144 Hz IPS NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Home for business | Larger touchpad with Smart Gesture | AI camera with face recognition
30728,ASUS Vivobook S14 (S3407); Copilot+ PC,5499.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-s14-s3407/,https://dlcdnwebimgs.asus.com/gain/db4d139c-69d6-4f57-91cd-46761642e137/w185,ASUS Official,Up to Intel ® Core™ Ultra 7 processor (Series 2),UMA (Intel ® UHD Graphics),Up to 16 GB DDR5 memory,Up to 1 TB PCIe ® 4.0 x4 SSD,14” 16:10 FHD IPS 60 Hz NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Home for business | larger touchpad with Smart Gesture | AI camera with face recognition
30779,ASUS Vivobook S16 (M3607); Copilot+ PC,4399.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-s16-m3607/,https://dlcdnwebimgs.asus.com/gain/d0393b25-ce92-49c9-bbf0-01a51d0e09f3/w185,ASUS Official,Up to AMD Ryzen™ AI 7 445 processor,AMD Radeon™ graphics,,,16” WUXGA OLED NanoEdge display,,Long-lasting up to 23 hours battery life,Windows 11 Home - ASUS recommends Windows 11 Pro for business | 1.70 kg light and 1.59 cm thin | Larger touchpad with Smart Gesture | Full set of I/O ports
30726,ASUS Vivobook S14 (M3407); Copilot+ PC,4799.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-s14-m3407/,https://dlcdnwebimgs.asus.com/gain/d483b62d-e34d-4125-8448-788a9b5e9150/w185,ASUS Official,Up to AMD Ryzen™ AI 7 350 processor,AMD Radeon™ graphics,,,14” FHD OLED NanoEdge display,,Long-lasting up to 23 hours battery,Windows 11 Home - ASUS recommends Windows 11 Home for business | 1.40 kg light and 1.59 cm thin | Larger touchpad with Smart Gesture | Full set of I/O ports
30773,ASUS Vivobook 16 (A1607Q); Copilot+ PC,3999.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-16-a1607q/,https://dlcdnwebimgs.asus.com/gain/3fb8b452-71ea-4783-a2a5-83121e47afc3/w185,ASUS Official,Snapdragon ® X Processor,Qualcomm ® Adreno™ GPU,16 GB memory,Up to 1 TB PCIe ® 4.0 SSD,16” 16:10 FHD IPS 60 Hz NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Pro for business | Larger touchpad with Smart Gestures | FHD IR camera with face recognition
30767,ASUS Vivobook 14 (A1407Q); Copilot+ PC,,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-14-a1407q/,https://dlcdnwebimgs.asus.com/gain/4a1f9365-e104-46f2-8fac-bc5ce39f0f88/w185,ASUS Official,Snapdragon ® X Processor,Qualcomm ® Adreno™ GPU,16 GB memory,Up to 1 TB PCIe ® 4.0 SSD,14” FHD IPS NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Pro for business | 30% larger touchpad with Smart Gesture | FHD IR camera with face recognition
28614,ASUS Vivobook 16 (A1607CA),4099.00,https://www.asus.com/my/laptops/for-home/vivobook/asus-vivobook-16-a1607/,https://dlcdnwebimgs.asus.com/gain/af5a7e38-7e68-49b2-a5dd-58ecafc738fc/w185,ASUS Official,Intel ® Core™ Ultra 5 processor (Series 2),Up to Intel ® ARC™ Graphics,Up to 32 GB DDR5 memory,Up to 1 TB PCIe ® 4.0 x4 SSD,16” 16:10 FHD IPS 60 Hz NanoEdge display,,,Windows 11 Home - ASUS recommends Windows 11 Home for business | Larger touchpad with Smart Gesture | FHD IR camera with face recognition
