id,title,price,url,image_url,series,processor,graphics,memory,storage,display,wifi,battery,others
83ULCTO1WWMY2,"IdeaPad 5i 2-in-1 (15"",  Gen 11)",5218.29,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-2-in-1-series/lenovo-ideapad-5i-2-in-1-gen-11-15-inch-intel/83ulcto1wwmy2,https://p4-ofp.static.pub/ShareResource/optimized/pdp/ideapad/ideapad-2-in-1-series/len101i0147/lenovo-ideapad-5i-2-in-1-gen-11-15-intel-pdp-gallery-1.4cfb1a208902750b.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),1 TB SSD M.2 2242 PCIe Gen4 QLC,"15.3"" WQXGA (2560 x 1600), OLED, Glare, Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165Hz, Low Blue Light, Glass",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Carry-in | The IdeaPad 5i 2-in-1 offers a stunning 15.3"" OLED touchscreen with vibrant colors and smooth 165Hz refresh rate. Powered by Intel® Core™ Ultra 5 processor, 16GB DDR5 memory, and 1TB SSD, it's perfect for students seeking performance and versatility."
21URCTO1WWMY2,ThinkBook 16 Gen 9,5234.35,https://www.lenovo.com/my/en/p/laptops/thinkbook/thinkbook-series/lenovo-thinkbook-16-gen-9-16-inch-intel/21urcto1wwmy2,https://p2-ofp.static.pub/ShareResource/optimized/pdp/thinkbook/thinkbook-series/len101b0062/lenovo-thinkbook-16-gen-9-16-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2242 PCIe Gen4 TLC,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year On-site | The ThinkBook 16 Gen 9 offers a sleek Arctic Grey design with a 16"" WUXGA anti-glare display for vibrant visuals. Powered by Intel® Core™ Ultra 5, 16GB DDR5 memory, and 256GB SSD, it ensures smooth multitasking. Ideal for business professionals."
21RDCTO1WWMY3,ThinkPad L13 2-in-1 Gen6 (AMD),5260.10,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l13-2-in-1-gen-6-13-inch-amd-laptop/21rdcto1wwmy3,https://p4-ofp.static.pub//fes/cms/2025/05/30/e696bb71gyya2ze15m3xwpa2cnriz5688785.png,All Laptops,AMD Ryzen™ 5 PRO 215 Processor (3.20 GHz up to 4.70 GHz),Integrated Graphics,16 GB LPDDR5X-8533MT/s (Soldered),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"13.3"" WUXGA (1920 x 1200), IPS, Anti-Reflection/Anti-Smudge, Touch, 100%sRGB, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad L13 2-in-1 Gen6 (AMD) offers a versatile design with a 13.3"" touch display and anti-reflection features. Powered by AMD Ryzen™ 5 PRO, 16GB memory, and 256GB SSD, it's ideal for business professionals seeking performance and portability."
83VACTO1WWMY2,Lenovo LOQ Essential 15ARP11,5535.84,https://www.lenovo.com/my/en/p/laptops/loq-laptops/lenovo-loq-essential-15arp11/83vacto1wwmy2,https://p3-ofp.static.pub//fes/cms/2026/02/20/f8dgcvyctn08oubyoyw1c8g8ip6nyj756480.png,All Laptops,AMD Ryzen™ 7 170 Processor (3.20 GHz up to 4.75 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,16 GB DDR5-4800MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 QLC,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 100%sRGB, 300 nits, 144Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Carry-in | The Lenovo LOQ Essential 15ARP11 is a gaming laptop with a powerful AMD Ryzen™ 7 170 processor and NVIDIA® GeForce RTX™ 5050 GPU. It features a 15.6"" FHD display with 144Hz refresh rate, 16GB DDR5 memory, 512GB SSD storage, and Wi-Fi 6 for seamless connectivity."
21SRCTO1WWMY3,ThinkPad E16 Gen 3,5540.55,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e16-gen-3-16-inch-intel/21srcto1wwmy3,https://p4-ofp.static.pub//fes/cms/2025/03/19/6gjvthp40k9v8kkd1niipl547mxs11488818.png,All Laptops,Intel® Core™ Ultra 5 225U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz),Integrated Graphics,8 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 3 Years On-site | The ThinkPad E16 Gen 3 offers robust performance, a 16"" WUXGA display, and a durable design ideal for multitasking professionals. Users praise its exceptional keyboard, lightweight build, and upgrade potential, making it a great choice for business users."
21X6CTO1WWMY2,ThinkPad L14 Gen 7 (AMD),5579.98,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l14-gen-7-14-inch-amd/21x6cto1wwmy2,https://p1-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-l-series/LEN101T0179/lenovo-thinkpad-l14-gen-7-14-amd-pdp-gallery-1.95eb077d0a04dd53.png,All Laptops,AMD Ryzen™ AI 5 430 Processor (2.00 GHz up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),512 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz, DBEF5",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad L14 Gen 7 (AMD) offers a lightweight design and powerful AMD Ryzen™ AI 5 430 processor. With a 14"" WUXGA anti-glare display, 16GB DDR5 memory, and 512GB SSD storage, it's ideal for business professionals on the go."
83JXCTO1WWMY3,"Yoga Slim 7i Aura Edition (14"", Gen 10)",5616.31,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-slim-series/lenovo-yoga-slim-7i-aura-edition-gen-10-14-inch-intel/83jxcto1wwmy3,https://p2-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-slim-series/len101y0053/lenovo-yoga-slim-7i-gen-10-aura-edition-14-intel.gallery-1.c22b9de789e9985a.png,All Laptops,Intel® Core™ Ultra 7 256V Processor (LPE-cores up to 3.70 GHz P-cores up to 4.80 GHz / 16 GB MOP),Integrated Graphics,16 GB LPDDR5X-8533MT/s (Memory on Package),1 TB SSD M.2 2242 PCIe Gen4 TLC,"14"" 2.8K (2880 x 1800), OLED, Glare, Touch, HDR 1000 True Black, 100%DCI-P3, 1100 nits (HDR Peak)/500 nits (SDR Typical), 120Hz, Glass",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Yoga Slim 7i Aura Edition offers a stunning 14"" 2.8K OLED touchscreen with HDR 1000 True Black and 120Hz refresh rate. With its Intel® Core™ Ultra 7 processor, 16GB memory, 1TB SSD, and Wi-Fi 7, it's perfect for creators seeking top-tier performance."
22ALCTO1WWMY2,ThinkPad T14 Gen 7 (AMD),5629.94,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/lenovo-thinkpad-t14-gen-7-14-inch-amd/22alcto1wwmy2,https://p3-ofp.static.pub/ShareResource/optimized/thinkpad/thinkpad-t/LEN101T0168/lenovo-thinkpad-t14-gen-7-14-amd-pdp-gallery-1.png,All Laptops,AMD Ryzen™ 5 PRO 215 Processor (3.20 GHz up to 4.70 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad T14 Gen 7 (AMD) offers powerful performance with an AMD Ryzen™ 5 PRO processor and 16GB DDR5 memory. Its 14"" WUXGA anti-glare display ensures crisp visuals, while the 256GB SSD provides fast storage. Ideal for business professionals."
21X2CTO1WWMY2,ThinkPad L14 Gen 7,5716.06,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l14-gen-7-14-inch-intel/21x2cto1wwmy2,https://p3-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-l-series/len101t0164/lenovo-thinkpad-l14-gen-7-14-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz, DBEF5",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad L14 Gen 7 is a lightweight business laptop with on-device AI for enhanced productivity. It offers advanced security, extended lifecycle with DIY replaceable parts, and is ideal for professionals working from anywhere."
21XCCTO1WWMY2,ThinkPad L16 Gen 3 (AMD),5723.73,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/thinkpad-l16-gen-3-16-inch-amd-laptop/21xccto1wwmy2,https://p3-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-l-series/len101t0178/lenovo-thinkpad-l16-gen-3-16-amd-pdp-gallery-1.png,All Laptops,AMD Ryzen™ AI 5 PRO 435 Processor (2.00 GHz up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 2 Years Premier Support AI | The ThinkPad L16 Gen 3 (AMD) offers a powerful AMD Ryzen™ AI 5 PRO processor and 16GB DDR5 memory for seamless multitasking. Its 16"" WUXGA anti-glare display ensures clear visuals, while the 512GB SSD provides ample storage. Ideal for business professionals seeking reliability and performance."
21X8CTO1WWMY2,ThinkPad L16 Gen 3,5723.35,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l16-gen-3-16-inch-intel/21x8cto1wwmy2,https://p1-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-l-series/LEN101T0177/thinkpad-l16-gen-3-16-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad L16 Gen 3 offers a 16"" WUXGA anti-glare display and Intel® Core™ Ultra 5 processor for seamless multitasking. With 16 GB DDR5 memory, 256 GB SSD storage, and Intel® Wi-Fi 7, it's ideal for business professionals seeking reliable performance."
83QSCTO1WWMY2,"Yoga Slim 7a (14"", Gen 11)",5833.52,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-slim-series/yoga-slim-7a-gen-11-14-inch-amd/83qscto1wwmy2,https://p1-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-slim-series/len101y0065/lenovo-yoga-slim-7a-gen-11-14-amd-pdp-gallery-1.png,All Laptops,AMD Ryzen™ AI 7 445 Processor (2.00 GHz up to 4.60 GHz),Integrated Graphics,32 GB LPDDR5X-8000MT/s (Soldered),512 GB SSD M.2 2242 PCIe Gen4 QLC,"14"" WUXGA (1920 x 1200), OLED, Glare, Touch, HDR 500 True Black, 100%DCI-P3, 400 nits, 60Hz, Glass",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Yoga Slim 7a Gen 11 is a sleek and lightweight laptop designed for creators on the move. With an OLED display, AMD Ryzen AI processors, and long battery life, it offers stunning visuals and smooth performance for creative tasks."
21Y6CTO1WWMY2,ThinkPad E14 Gen 8,5844.67,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e14-gen-8-14-inch-intel-laptop/21y6cto1wwmy2,https://p2-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-e-series/len101t0167/lenovo-thinkpad-e14-gen-8-14-intel-pdp-gallery-1.63d49cbb56c8b8aa.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad E14 Gen 8 offers a sleek 14"" WUXGA display with anti-glare for clear visuals. Powered by an Intel® Core™ Ultra 5 processor and 16GB DDR5 memory, it's perfect for business professionals seeking performance and portability."
21S6CTO1WWMY3,ThinkPad L14 Gen 6,5856.96,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l14-gen-6-14-inch-intel/21s6cto1wwmy3,https://p3-ofp.static.pub//fes/cms/2025/04/18/x4c41j75gwgj4icvi1c3ko1x93kmif237701.png,All Laptops,Intel® Core™ Ultra 5 225U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz),Integrated Graphics,8 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz, DBEF5",,,"OS: Windows 11 Home 64 | Warranty: 3 Years Premier Support AI | The ThinkPad L14 Gen 6 offers a bright 14-inch WUXGA anti-glare display for clear visuals in any environment. Powered by Intel Core Ultra 5 processor, 8GB DDR5 memory, and 256GB SSD, it ensures smooth performance for business professionals."
21SXCTO1WWMY3,ThinkPad E14 Gen 7,5963.87,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/thinkpad-e14-gen-7-14-inch-intel/21sxcto1wwmy3,https://p4-ofp.static.pub//fes/cms/2025/03/17/eubwnjmjsktduhota8taj547khw5gn883717.png,All Laptops,Intel® Core™ Ultra 5 225U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz),Integrated Graphics,8 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 3 Years On-site | The ThinkPad E14 Gen 7 offers a lightweight, durable design with a premium aluminum chassis and all-day battery life. Users praise its seamless multitasking capabilities, making it ideal for business professionals seeking reliability and value."
21YCCTO1WWMY2,ThinkPad E16 Gen 4,6013.16,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e16-gen-4-16-inch-intel-laptop/21yccto1wwmy2,https://p1-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-e-series/len101t0170/lenovo-thinkpad-e16-gen-4-intel-pdp-gallery-1.30adf0ff31c6a0b5.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad E16 Gen 4 offers a powerful Intel® Core™ Ultra 5 processor and 16GB DDR5 memory for smooth multitasking. Its 16"" WUXGA anti-glare display ensures clear visuals, while the 256GB SSD provides fast storage. Ideal for business professionals."
83TNCTO1WWMY2,Lenovo LOQ 15AHP11,6052.37,https://www.lenovo.com/my/en/p/laptops/loq-laptops/lenovo-loq-15-ahp-11-laptop/83tncto1wwmy2,https://p3-ofp.static.pub//fes/cms/2025/11/19/z7rv4tvueecnrn2fqtxn811mbgg94r810278.png,All Laptops,AMD Ryzen™ 7 250 Processor (3.30 GHz up to 5.10 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 QLC,"15.3"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 100%sRGB, 300 nits, 165Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Lenovo LOQ 15AHP11 is designed for gamers with an AMD Ryzen™ 7 processor and NVIDIA® GeForce RTX™ 5050 GPU. It features a 15.3"" WUXGA display with 165Hz refresh rate, 16GB DDR5 memory, and 512GB SSD storage for smooth performance."
83JGCTO1WWMY3,Lenovo LOQ 15AHP10,6105.29,https://www.lenovo.com/my/en/p/laptops/loq-laptops/lenovo-loq-15ahp10/83jgcto1wwmy3,https://p3-ofp.static.pub//fes/cms/2025/05/21/efinlg6ciy0t330zl2rdsh5cm2c1tl998091.png,All Laptops,AMD Ryzen™ 5 220 Processor (3.20 GHz up to 4.90 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,16 GB DDR5-5600MT/s (SODIMM),1 TB SSD M.2 2242 PCIe Gen4 QLC,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 100%sRGB, 300 nits, 144Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Lenovo LOQ 15AHP10 is designed for gamers with its AMD Ryzen™ 5 processor and NVIDIA® GeForce RTX™ 5050 GPU. Enjoy smooth visuals on a 15.6"" FHD 144Hz display, 16GB DDR5 memory, and 1TB SSD storage, all in a sleek Luna Grey design."
22ANCTO1WWMY2,ThinkPad T16 Gen 5 (AMD),6163.89,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/thinkpad-t16-gen-5-16-inch-amd-laptop/22ancto1wwmy2,https://p4-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-t-series/len101t0166/lenovo-thinkpad-t16-gen-5-16-amd-pdp-gallery-1.png,All Laptops,AMD Ryzen™ 7 PRO 250 Processor (3.30 GHz up to 5.10 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad T16 Gen 5 (AMD) offers a powerful AMD Ryzen™ 7 PRO processor and a vibrant 16"" WUXGA display. With 16GB DDR5 memory, 256GB SSD storage, and MediaTek Wi-Fi 7, it ensures seamless performance for business professionals."
83JHCTO1WWMY3,Lenovo LOQ 17IRX10,6228.49,https://www.lenovo.com/my/en/p/laptops/loq-laptops/lenovo-loq-17irx10/83jhcto1wwmy3,https://p1-ofp.static.pub//fes/cms/2025/05/15/0b0xw9vmv55zqyunc6ojq3zw2bzrzk127839.png,All Laptops,13th Generation Intel® Core™ i7-13650HX Processor (E-cores up to 3.60 GHz P-cores up to 4.90 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,16 GB DDR5-4800MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC,"17.3"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 100%sRGB, 300 nits, 165Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Lenovo LOQ 17IRX10 gaming laptop features a powerful Intel i7 processor, RTX 5050 GPU, and a vibrant 17.3-inch FHD display. Users praise its exceptional performance and value, making it ideal for gamers seeking a balance between gaming and productivity."
21WVCTO1WWMY2,ThinkPad T14 Gen 7 (AMD),6261.80,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/thinkpad-t14-gen-7-14-inch-amd/21wvcto1wwmy2,https://p3-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-t-series/LEN101T0156/lenovo-thinkpad-t14-gen-7-14-amd-pdp-gallery-1.8cfff7fdb98565d9.png,All Laptops,AMD Ryzen™ AI 5 PRO 440 Processor (2.00 GHz up to 4.80 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad T14 Gen 7 (AMD) is a reliable laptop designed for business professionals. It features a 14"" WUXGA anti-glare display, AMD Ryzen™ AI 5 PRO processor, 16GB DDR5 memory, and 256GB SSD storage for seamless multitasking and productivity."
21Y2CTO1WWMY2,ThinkPad E14 Gen 8 (AMD),6271.50,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/thinkpad-e14-gen-8-14-inch-amd/21y2cto1wwmy2,https://p4-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-e-series/LEN101T0182/gallery-1-front-facing.png,All Laptops,AMD Ryzen™ AI 5 330 Processor (2.00 GHz up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 3 Years Premier Support AI | The ThinkPad E14 Gen 8 (AMD) offers powerful performance with an AMD Ryzen™ AI 5 330 Processor and 16 GB DDR5 memory. Its 14"" WUXGA anti-glare display ensures crisp visuals, while the lightweight design and 256 GB SSD make it ideal for students on the go."
21Y4CTO1WWMY2,ThinkPad E16 Gen 4 (AMD),6282.36,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/thinkpad-e16-gen-4-16-inch-amd/21y4cto1wwmy2,https://p4-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-e-series/LEN101T0183/gallery-1-front-facing.png,All Laptops,AMD Ryzen™ AI 5 330 Processor (2.00 GHz up to 4.50 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 3 Years Premier Support AI | The ThinkPad E16 Gen 4 (AMD) offers a powerful AMD Ryzen™ AI 5 330 Processor and a vibrant 16"" WUXGA display. With 16 GB DDR5 memory, 256 GB SSD storage, and Realtek Wi-Fi 7, it ensures seamless multitasking for business professionals."
83M0CTO1WWMY3,"Legion 5 (15'', Gen 10)",6375.40,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/lenovo-legion-5-gen-10-15-inch-amd/83m0cto1wwmy3,https://p1-ofp.static.pub//fes/cms/2025/05/13/zwiolgwzceqv1yeo9h0kr45iyszh2p471514.png,All Laptops,AMD Ryzen™ 7 260 Processor (3.80 GHz up to 5.10 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC,"15.1"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 600 True Black, 100%DCI-P3, 500 nits, 165Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Legion Ultimate Support | The Legion 5 (15'', Gen 10) features a stunning 15.1"" OLED display with vibrant colors, powerful performance, and a sleek design. Users praise its exceptional display and smooth gaming performance, making it ideal for gamers seeking immersive visuals and speed."
83LYCTO1WWMY3,"Legion 5i (15"",  Gen 10)",6458.12,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/lenovo-legion-5i-gen-10-15-inch-intel/83lycto1wwmy3,https://p2-ofp.static.pub//fes/cms/2025/04/14/dmwa5bmukcg6gb3erzii12khrfho4p776428.png,All Laptops,13th Generation Intel® Core™ i7-13650HX Processor (E-cores up to 3.60 GHz P-cores up to 4.90 GHz),NVIDIA® GeForce RTX™ 5060 Laptop GPU 8GB GDDR7,16 GB DDR5-4800MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC,"15.1"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 600 True Black, 100%DCI-P3, 500 nits, 165Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Legion Ultimate Support | The Legion 5i (15"", Gen 10) offers a stunning OLED display and powerful performance for demanding tasks. Users praise its vibrant screen and smooth performance, making it ideal for gamers and creators seeking high-quality visuals."
21RBCTO1WWMY3,ThinkPad L13 Gen 6 (AMD),6477.31,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadl/lenovo-thinkpad-l13-gen-6-13-inch-amd/21rbcto1wwmy3,https://p4-ofp.static.pub//fes/cms/2025/06/02/2qnbn4uyny9jh07op6zhgoomkhzj0m488191.png,All Laptops,AMD Ryzen™ 5 PRO 215 Processor (3.20 GHz up to 4.70 GHz),Integrated Graphics,16 GB LPDDR5X-8533MT/s (Soldered),256 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"13.3"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 3 Years Premier Support AI | The ThinkPad L13 Gen 6 (AMD) offers a sleek, lightweight design with a 13.3"" WUXGA anti-glare display for clear visuals. Powered by AMD Ryzen™ 5 PRO processor and 16GB memory, it ensures smooth performance for business tasks. Includes sustainable materials and energy-efficient features."
21X0CTO1WWMY2,ThinkPad P14s Gen 7 (AMD),6506.46,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadp/thinkpad-p14s-gen-7-14-inch-amd/21x0cto1wwmy2,https://p4-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-p-series/len101t0165/lenovo-thinkpad-p14s-gen-7-14-amd-pdp-gallery-1.ab7f4488cb3c84a0.png,All Laptops,AMD Ryzen™ AI 5 PRO 440 Processor (2.00 GHz up to 4.80 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM) - (2 x 8 GB),256 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year Courier or Carry-in | The ThinkPad P14s Gen 7 (AMD) offers a powerful AMD Ryzen™ AI 5 PRO 440 processor and 16GB DDR5 memory for seamless multitasking. Its 14"" WUXGA anti-glare display and lightweight design make it ideal for business professionals on the go. Includes a 256GB SSD for fast storage and a fingerprint reader for enhanced security."
