id,title,price,url,image_url,series,processor,graphics,memory,storage,display,wifi,battery,others
83RWCTO1WWMY2,"Legion 5i (15"", Gen 11)",8171.70,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/legion-5i-gen-11-15-inch-intel/83rwcto1wwmy2,https://p3-ofp.static.pub/ShareResource/optimized/pdp/legion/legion-5-series/len101g0050/lenovo-legion-5i-gen-11-15-intel-pdp-gallery-1.4110b84470e37084.png,All Laptops,Intel® Core™ Ultra 7 356H Processor (E-cores up to 3.50 GHz P-cores up to 4.70 GHz),NVIDIA® GeForce RTX™ 5050 Laptop GPU 8GB GDDR7,32 GB DDR5-5600MT/s (SODIMM) - (2 x 16 GB),1 TB SSD M.2 2242 PCIe Gen4 TLC,"15.3"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165Hz, Low Blue Light",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Legion Ultimate Support | The Legion 5i (15"", Gen 11) features a powerful Intel® Core™ Ultra 7 processor and NVIDIA® GeForce RTX™ 5050 GPU. With a stunning 15.3"" OLED display, 32GB DDR5 memory, and 1TB SSD storage, it's perfect for gamers seeking top-tier performance."
83JQCTO1WWMY3,"Yoga 7i 2-in-1 (14'', Gen 10)",4428.95,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-2-in-1-series/lenovo-yoga-7i-2-in-1-gen-10-14-inch-intel/83jqcto1wwmy3,https://p3-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-2-in-1-series/len101y0056/yoga-7i-2-in-1-gen-10-14-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 226V Processor (LPE-cores up to 3.50 GHz P-cores up to 4.50 GHz / 16 GB MOP),Integrated Graphics,16 GB LPDDR5X-8533MT/s (Memory on Package),1 TB SSD M.2 2242 PCIe Gen4 TLC,"14"" WUXGA (1920 x 1200), IPS, Glare, Touch, 45%NTSC, 300 nits, 60Hz, Glass",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The Yoga 7i 2-in-1 (14'', Gen 10) offers a versatile design with a 14"" touch display for creators and everyday use. Powered by an Intel® Core™ Ultra 5 processor, 16GB memory, and 1TB SSD, it ensures smooth performance and ample storage in a sleek Luna Grey finish."
21UYCTO1WWMY2,ThinkBook 14 Gen 9,4325.89,https://www.lenovo.com/my/en/p/laptops/thinkbook/thinkbook-series/lenovo-thinkbook-14-gen-9-14-inch-intel/21uycto1wwmy2,https://p2-ofp.static.pub//fes/cms/2025/11/11/rvrvvqu8mffodlq86p2x59gbig8f4x532524.png,All Laptops,Intel® Core™ 5 210H Processor (E-cores up to 3.60 GHz P-cores up to 4.80 GHz),Integrated Graphics,16 GB DDR5-5600MT/s (SODIMM),256 GB SSD M.2 2242 PCIe Gen4 TLC,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Courier or Carry-in | The ThinkBook 14 Gen 9 offers a sleek Arctic Grey design and a vibrant 14"" WUXGA anti-glare display. Powered by Intel® Core™ 5 210H, 16GB DDR5 memory, and 256GB SSD, it ensures smooth multitasking for professionals and SMBs."
21SX003YMA,ThinkPad E14 Gen 7,5767.73,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/thinkpad-e14-gen-7-14-inch-intel/21sx003yma,https://p4-ofp.static.pub//fes/cms/2025/03/17/eubwnjmjsktduhota8taj547khw5gn883717.png,All Laptops,Intel® Core™ Ultra 5 225U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz),Integrated Intel® Graphics,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year On-site | The ThinkPad E14 G7 features a 14"" WUXGA display with anti-glare and 300 nits brightness for clear visuals. Powered by an Intel® Core™ Ultra 5 processor, 16GB DDR5 memory, and 512GB SSD, it's ideal for business professionals seeking performance and portability."
83LTCTO1WWMY3,"Legion Pro 5 (16"",  Gen 10)",7139.44,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-pro-series/legion-pro-5-gen-10-16-inch-amd/83ltcto1wwmy3,https://p4-ofp.static.pub//fes/cms/2025/04/04/jiji2singllsx0ge6te3pq1uxsghqs412326.png,All Laptops,AMD Ryzen™ 7 8745HX Processor (3.60 GHz up to 5.10 GHz),NVIDIA® GeForce RTX™ 5060 Laptop GPU 8GB GDDR7,16 GB DDR5-5200MT/s (SODIMM),1 TB SSD M.2 2242 PCIe Gen4 TLC,"16"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165Hz, Low Blue Light",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year Legion Ultimate Support | The Legion Pro 5 (16"", Gen 10) offers powerful performance with an AMD Ryzen™ 7 processor, NVIDIA® RTX™ 5060 GPU, and a stunning OLED display. Users praise its exceptional performance, vibrant display, and versatility, making it ideal for gamers and creative professionals."
83HH002GMA,ideapad Chrome Duet 11M889,1974.06,https://www.lenovo.com/my/en/p/laptops/lenovo/lenovo-edu-chromebooks/lenovo-chromebook-duet-gen-9-11-inch-mediatek/83hh002gma,https://p4-ofp.static.pub//fes/cms/2024/07/29/dik1p1114323csxtbe23f8aaw3i0n0633169.png,All Laptops,MediaTek Kompanio 838 Processor (2.60 GHz ),Integrated ARM Mali-G57 MC3 GPU,8 GB LPDDR4X-4266MT/s (Soldered),128 GB eMMC 5.1 TLC,"10.95"" WUXGA (1920 x 1200), IPS, Glare, Touch, 72%NTSC, 400 nits, 60Hz, Glass",,,"OS: ChromeOS | Warranty: 3 Year Depot or Carry-in | The IdeaPad Duet 3 Chromebook is a lightweight detachable notebook with a vibrant 10.95"" WUXGA touch display. Perfect for students, it offers 8GB memory, 128GB storage, Wi-Fi 6, and a Lenovo USI Pen for seamless productivity and creativity."
82LV007SMJ,"IdeaPad 1i (14"", Gen 7)",2355.94,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-3/ideapad-1i-gen-7-(14-inch-intel)/82lv007smj,https://p1-ofp.static.pub/fes/cms/2023/03/06/qip9pxrd9m2osda8566c8p0fm6uduw850551.png,All Laptops,Intel® Celeron® N4500 Processor (1.10 GHz up to 2.80 GHz),Integrated Intel® UHD Graphics,8 GB DDR4-2933MHz (SODIMM),256 GB SSD M.2 2242 PCIe Gen4 TLC,"14"" HD (1366 x 768), TN, Anti-Glare, Non-Touch, 45%NTSC, 220 nits, 60 Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 2 Year PremiumCare | The IdeaPad 1 14IJL7 offers reliable performance with Intel® Celeron® N4500 and 8GB memory. Its lightweight design, 256GB SSD storage, and HD display make it ideal for everyday tasks, enhanced by Wi-Fi 6 and 2-year PremiumCare warranty."
82XQ0027MJ,"IdeaPad 3 (15"", Gen 8)",2937.77,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-3/ideapad-slim-3-gen-8-15-inch-amd/82xq0027mj,https://p2-ofp.static.pub//fes/cms/2024/09/13/0bz9e64gjw7o3i3h8h2ts04cllay0g355215.png,All Laptops,AMD Ryzen™ 5 7520U Processor (2.80 GHz up to 4.30 GHz),Integrated AMD Radeon™ 610M,8 GB LPDDR5-5500MT/s (Soldered),512 GB SSD M.2 2242 PCIe QLC,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60Hz, Narrow Bezel",,,"OS: Windows 11 Home 64 Single Language | Warranty: 1 Year PremiumCare | The IdeaPad Slim 3 15AMN8 offers a sleek design with a 15.6"" FHD anti-glare display for immersive visuals. Powered by an AMD Ryzen™ 5 processor, it features 8GB RAM, 512GB SSD, and Wi-Fi 6 for smooth multitasking, making it ideal for students and everyday use."
83RR00STMJ,"IdeaPad Slim 3i (15"", Gen 11)",4263.04,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-slim-series/lenovo-ideapad-slim-3i-gen-11-15-inch-intel/83rr00stmj,https://p1-ofp.static.pub/ShareResource/optimized/IdeaPad-Slim-3i-Gen11-15-Intel/lenovo-ideapad-slim-3i-gen-11-15-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ 5 320 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.60 GHz),Integrated Intel® Graphics,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 QLC,"15.3"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60 Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The IdeaPad Slim 3 15IWC11 offers a sleek, lightweight design with a 15.3"" WUXGA anti-glare display for clear visuals. Equipped with an Intel® Core™ 5 processor, 16GB DDR5 memory, and 512GB SSD, it ensures smooth performance for everyday tasks and entertainment."
83TD006SMJ,Lenovo YOGA 7 2-in-1 14AGP11,4687.36,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-2-in-1-series/lenovo-yoga-7a-2-in-1-gen-11-14-inch-amd/83td006smj,https://p1-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-2-in-1-series/len101y0067/lenovo-yoga-7a-2-in-1-gen-11-14-amd-pdp-gallery-1.98736643ff42c877.png,All Laptops,AMD Ryzen™ AI 5 430 Processor (2.00 GHz up to 4.50 GHz),Integrated AMD Radeon™ 840M,16 GB LPDDR5X-8000MT/s (Soldered),512 GB SSD M.2 2242 PCIe Gen4 QLC,"14"" WUXGA (1920 x 1200), OLED, Glare, Touch, HDR 500 True Black, 100%DCI-P3, 400 nits, 60 Hz, Glass",,,"OS: Windows 11 Home 64 | Warranty: 2 Year PremiumCare | The Lenovo YOGA 7 2-in-1 offers a stunning 14"" OLED touchscreen with vibrant colors and sharp resolution. Equipped with an AMD Ryzen™ AI 5 processor, 16GB memory, and 512GB SSD, it's perfect for creators and multitaskers. Includes a Yoga Pen Gen 2 and a 2-year PremiumCare warranty for added convenience."
83RR00SWMJ,"IdeaPad Slim 3i (15"", Gen 11)",4787.13,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-slim-series/lenovo-ideapad-slim-3i-gen-11-15-inch-intel/83rr00swmj,https://p1-ofp.static.pub/ShareResource/optimized/IdeaPad-Slim-3i-Gen11-15-Intel/lenovo-ideapad-slim-3i-gen-11-15-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ 7 350 Processor (LPE-cores up to 3.60 GHz P-cores up to 4.80 GHz),Integrated Intel® Graphics,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 QLC,"15.3"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60 Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 1 Year PremiumCare | The IdeaPad Slim 3 15IWC11 offers a sleek design with a 15.3"" anti-glare display and vibrant WUXGA resolution. Equipped with an Intel® Core™ i7 processor, 16GB memory, and 512GB SSD, it's perfect for students and everyday entertainment."
21M3000MMY,ThinkPad E14 AMD G6,4951.59,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e14-gen-6-14-inch-amd/21m3000mmy,https://p1-ofp.static.pub//fes/cms/2024/04/01/w5xzl0a0vcja2jirmi04tmaxy7nw1g409296.png,All Laptops,AMD Ryzen™ 7 7735U Processor (2.70 GHz up to 4.75 GHz),Integrated AMD Radeon™ 680M,16 GB DDR5-4800MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year On-site | The ThinkPad E14 is a sleek ultraslim notebook designed for professionals and students. It features an AMD Ryzen™ 7 processor, 16GB DDR5 memory, and a 14"" WUXGA display, making it ideal for multitasking and productivity."
83S6000WMJ,IdeaPad Slim 5 16IPH11 FIFA World Cup 26™ Edition,4977.87,https://www.lenovo.com/my/en/p/laptops/ideapad/ideapad-slim-series/lenovo-ideapad-slim-5i-gen-11-16-inch-intel-laptop/83s6000wmj,https://p3-ofp.static.pub/ShareResource/optimized/pdp/ideapad/ideapad-slim-series/len101i0132/lenovo-ideapad-slim-5i-gen-11-gallery-1.b3c108b21654966e.png,All Laptops,Intel® Core™ Ultra 5 325 Processor (LPE-cores up to 3.40 GHz P-cores up to 4.50 GHz),Integrated Intel® Graphics,16 GB DDR5-5600MT/s (SODIMM)(2 x 8 GB),1 TB SSD M.2 2242 PCIe Gen4 QLC,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Touch, 100%sRGB, 400 nits, 120 Hz",,,"OS: Windows 11 Home 64 | Warranty: 1 Year PremiumCare | The IdeaPad Slim 5 16IPH11 features a stunning 16"" WUXGA touchscreen with 120Hz refresh rate for smooth visuals. Powered by an Intel® Core™ Ultra 5 processor, it includes 16GB memory, 1TB SSD storage, and Wi-Fi 7 for seamless performance and connectivity."
83TC006BMJ,Yoga 7 2-in-1 14IPH11 (Aura Edition),5210.04,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-2-in-1-series/yoga-7i-2-in-1-gen-11-aura-edition-14-inch-intel/83tc006bmj,https://p4-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-2-in-1-series/len101y0071/lenovo-yoga-1-in-2-gen-11-aura-edition-gallery-3.png,All Laptops,Intel® Core™ Ultra 5 322 Processor (LPE-cores up to 3.30 GHz P-cores up to 4.40 GHz),Integrated Intel® Graphics,16 GB LPDDR5X-7467MT/s (Soldered),512 GB SSD M.2 2242 PCIe Gen4 QLC,"14"" WUXGA (1920 x 1200), OLED, Glare, Touch, HDR 500 True Black, 100%DCI-P3, 400 nits, 60 Hz, Glass",,,"OS: Windows 11 Home 64 | Warranty: 2 Year PremiumCare | The Lenovo Yoga 7 2-in-1 features a stunning 14"" OLED touchscreen display with vibrant colors and sharp visuals. Designed for creators, it offers a powerful Intel Core Ultra 5 processor, 16GB memory, 512GB SSD, and comes with a Lenovo Yoga Pen Gen 2 for seamless creativity."
21ST0030MA,ThinkPad E16 AMD Gen 3,5385.58,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e16-gen-3-16-inch-amd-laptop/21st0030ma,https://p3-ofp.static.pub//fes/cms/2025/05/06/6vh5zn0of60qpuju9sg98f2nvtu98f157202.png,All Laptops,AMD Ryzen™ 5 230 Processor (3.50 GHz up to 4.90 GHz),Integrated AMD Radeon™ 760M,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year On-site | The ThinkPad E16 is a sleek ultraslim notebook designed for productivity and efficiency. It features a powerful AMD Ryzen™ 5 processor, 16GB DDR5 memory, and a 16"" WUXGA anti-glare display, perfect for students or professionals."
21T0003GMA,ThinkPad E14 AMD Gen 7,5413.03,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/lenovo-thinkpad-e14-gen-7-14-inch-amd-laptop/21t0003gma,https://p1-ofp.static.pub//fes/cms/2025/04/24/ngqu8l7joyxods23wyqywgmhnfrnq0036245.png,All Laptops,AMD Ryzen™ 7 250 Processor (3.30 GHz up to 5.10 GHz),Integrated AMD Radeon™ 780M,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year On-site | The ThinkPad E14 Gen 7 offers powerful performance with an AMD Ryzen™ 7 processor and 16GB DDR5 memory. Its 14"" WUXGA anti-glare display, 512GB SSD storage, and 3-year on-site warranty make it ideal for business professionals."
83TE002FMJ,Yoga 7 2-in-1 16IPH11 (Aura Edition),5574.27,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-2-in-1-series/lenovo-yoga-7i-2-in-1-gen-11-aura-edition-16-inch-intel/83te002fmj,https://p2-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-2-in-1-series/len101y0072/lenovo-yoga-7i-2-in-1-gen-11-aura-edition-16-intel-gallery-1.597a9136f2bd017d.png,All Laptops,Intel® Core™ Ultra 5 322 Processor (LPE-cores up to 3.30 GHz P-cores up to 4.40 GHz),Integrated Intel® Graphics,16 GB LPDDR5X-7467MT/s (Soldered),1 TB SSD M.2 2242 PCIe Gen4 QLC,"16"" WUXGA (1920 x 1200), OLED, Glare, Touch, 100%DCI-P3, 300 nits, 60Hz, Glass",,,"OS: Windows 11 Home 64 | Warranty: 2 Year PremiumCare | The Lenovo YOGA 7 2-in-1 laptop features a 16"" OLED touch display with 100% DCI-P3 color accuracy and a sleek Luna Grey design. It offers powerful performance with an Intel® Core™ Ultra 5 processor, 16GB RAM, 1TB SSD, and includes a Yoga Pen Gen 2 for creators."
21SX0040MA,ThinkPad E14 Gen 7,6617.79,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpade/thinkpad-e14-gen-7-14-inch-intel/21sx0040ma,https://p4-ofp.static.pub//fes/cms/2025/03/17/eubwnjmjsktduhota8taj547khw5gn883717.png,All Laptops,Intel® Core™ Ultra 7 255H Processor (E-cores up to 4.40 GHz P-cores up to 5.10 GHz),Integrated Intel® Arc™ 140T GPU,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2242 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 300 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year On-site | The ThinkPad E14 G7 offers a sleek ultraslim design with a 14"" WUXGA anti-glare display for clear visuals. Powered by an Intel® Core™ Ultra 7 processor, 16GB DDR5 memory, and 512GB SSD, it ensures smooth performance for business professionals."
21QC00ACMA,ThinkPad T14 Gen 6,6996.81,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/thinkpad-t14-gen-6-14-inch-intel/21qc00acma,https://p3-ofp.static.pub//fes/cms/2025/04/08/zpltu7p9bnttxx4pxdiqtfbnhjc0pg787928.png,All Laptops,Intel® Core™ Ultra 5 225U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz),Integrated Intel® Graphics,16 GB DDR5-5600MT/s (SODIMM),512 GB SSD M.2 2280 PCIe Gen4 Performance TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year Premier | The ThinkPad T14 G6 offers a sleek ultraslim design with a 14"" WUXGA anti-glare display for vibrant visuals. Equipped with an Intel® Core™ Ultra 5 processor, 16GB DDR5 memory, and 512GB SSD, it's perfect for professionals seeking performance and portability."
21QX00L0MA,ThinkPad T14s Gen 6,7010.20,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/thinkpad-t14s-gen-6-14-inch-intel/21qx00l0ma,https://p1-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-t-series/len101t0113/lenovo-thinkpad-t14s-gen-6-intel-pdp-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 228V Processor (LPE-cores up to 3.50 GHz P-cores up to 4.50 GHz / 32 GB MOP),Integrated Intel® Arc™ 130V GPU,32 GB LPDDR5X-8533MT/s (Memory on Package),512 GB SSD M.2 2280 PCIe Gen4 TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 100%sRGB, 500 nits, 60 Hz, Low Power",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year Premier | The ThinkPad T14s G6 offers a sleek, ultraslim design with a 14"" WUXGA display and 100% sRGB color accuracy. Powered by an Intel® Core™ Ultra 5 processor, 32GB memory, and 512GB SSD, it's perfect for professionals seeking performance and portability."
21QG003HMA,ThinkPad T14 Gen 6,7039.19,https://www.lenovo.com/my/en/p/laptops/thinkpad/thinkpadt/thinkpad-t14-gen-6-14-inch-intel/21qg003hma,https://p3-ofp.static.pub/ShareResource/optimized/pdp/thinkpad/thinkpad-t-series/len101t0127/thinkpad-t14-gen-6-14-gallery-1.png,All Laptops,Intel® Core™ Ultra 5 228V Processor (LPE-cores up to 3.50 GHz P-cores up to 4.50 GHz / 32 GB MOP),Integrated Intel® Arc™ 130V GPU,32 GB LPDDR5X-8533MT/s (Memory on Package),512 GB SSD M.2 2280 PCIe Gen5 Performance TLC Opal,"14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 400 nits, 60 Hz",,,"OS: Windows 11 Pro 64 | Warranty: 3 Year Premier | The ThinkPad T14 G6 is a sleek, ultraslim notebook designed for business professionals. It features a powerful Intel® Core™ Ultra 5 processor, 32GB memory, 512GB SSD, and a 14"" WUXGA anti-glare display. Enhanced with a fingerprint reader, Wi-Fi 7, and a 3-year premier warranty, it ensures security and reliability for work."
83JE0150MJ,Lenovo LOQ 15IRX10,7207.54,https://www.lenovo.com/my/en/p/laptops/loq-laptops/lenovo-loq-15irx10/83je0150mj,https://p4-ofp.static.pub//fes/cms/2025/04/17/tjqnzgwjdqgo3v4oi2t7th220j7yfe098771.png,All Laptops,14th Generation Intel® Core™ i7-14700HX Processor (E-cores up to 3.90 GHz P-cores up to 5.50 GHz),NVIDIA® Geforce RTX™ 5060 Laptop GPU 8GB GDDR7,24 GB DDR5-5600MT/s (SODIMM),1 TB SSD M.2 2242 PCIe Gen4 QLC,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 100%sRGB, 300 nits, 144 Hz",,,"OS: Windows 11 Home Single Language 64 | Warranty: 2 Year PremiumCare | The Lenovo LOQ offers powerful performance with a 14th Gen Intel Core i7 processor and NVIDIA RTX 5060 graphics. With a 15.6"" FHD display, 24GB DDR5 memory, and 1TB SSD storage, this laptop is perfect for gamers seeking speed and clarity."
83Q6006UMJ,"Legion 5 (15"", Gen 11)",7286.56,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/lenovo-legion-5a-gen-11-15-inch-amd/83q6006umj,https://p2-ofp.static.pub/ShareResource/optimized/pdp/legion/legion-5-series/len101g0048/lenovo-legion-5a-gen-11-15-pdp-gallery-1.png,All Laptops,AMD Ryzen™ AI 7 450 Processor (2.00 GHz up to 5.10 GHz),NVIDIA® Geforce RTX™ 5060 Laptop GPU 8GB GDDR7,16 GB DDR5-5600MT/s (SODIMM),1 TB SSD M.2 2242 PCIe Gen4 TLC,"15.3"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165 Hz, Low Blue Light",,,"OS: Windows 11 Home 64 | Warranty: 2 Year Legion Ultimate Support | The Lenovo Legion 5 offers a stunning 15.3-inch OLED display with vibrant colors and smooth 165Hz refresh rate. Powered by an AMD Ryzen AI 7 processor and NVIDIA GeForce RTX 5060 GPU, it's perfect for gamers seeking high performance."
83QK007SMJ,"Yoga Slim 7i Ultra Aura Edition (14"", Gen 11)",7439.05,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-slim-series/lenovo-yoga-slim-7i-ultra-gen-11-aura-edition-14-inch-intel/83qk007smj,https://p3-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-slim-series/len101y0064/lenovo-yoga-slim-7i-ultra-gen-11-aura-edition-14-gallery-1.e9ad0b26a98208a5.png,All Laptops,Intel® Core™ Ultra 7 355 Processor (LPE-cores up to 3.50 GHz P-cores up to 4.70 GHz),Integrated Intel® Graphics,32 GB LPDDR5X-7467MT/s (Soldered),1 TB SSD M.2 2242 PCIe Gen4 TLC,"14"" 2.8K (2880 x 1800), OLED, Glare, Touch, HDR 1000 True Black, 100%DCI-P3, 1100 nits (HDR Peak)/500 nits (SDR Typical), 120 Hz, Glass",,,"OS: Windows 11 Home 64 | Warranty: 2 Year PremiumCare | The Lenovo YOGA Slim 7 Ultra offers a stunning 14"" 2.8K OLED touchscreen with vibrant colors and smooth 120Hz refresh rate. Designed for creators, it features 32GB memory, 1TB SSD storage, and a powerful Intel® Core™ Ultra 7 processor, ensuring seamless performance."
83RW001XMJ,"Legion 5i (15"", Gen 11)",7589.88,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/legion-5i-gen-11-15-inch-intel/83rw001xmj,https://p3-ofp.static.pub/ShareResource/optimized/pdp/legion/legion-5-series/len101g0050/lenovo-legion-5i-gen-11-15-intel-pdp-gallery-1.4110b84470e37084.png,All Laptops,Intel® Core™ Ultra 7 356H Processor (E-cores up to 3.50 GHz P-cores up to 4.70 GHz),NVIDIA® Geforce RTX™ 5060 Laptop GPU 8GB GDDR7,16 GB DDR5-5600MT/s (SODIMM),1 TB SSD M.2 2242 PCIe Gen4 TLC,"15.3"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165 Hz",,,"OS: Windows 11 Home 64 | Warranty: 2 Year Legion Ultimate Support | The Lenovo Legion 5 features a 15.3"" WQXGA OLED display with 165Hz refresh rate for stunning visuals and smooth gameplay. Powered by an Intel® Core™ Ultra 7 processor and NVIDIA® Geforce RTX™ 5060 GPU, it delivers top-notch performance for gamers. With 16GB DDR5 memory, 1TB SSD storage, and Wi-Fi 7, it ensures fast multitasking and connectivity."
83TC006NMJ,Yoga 7 2-in-1 14IPH11 (Aura Edition),7594.73,https://www.lenovo.com/my/en/p/laptops/yoga/yoga-2-in-1-series/yoga-7i-2-in-1-gen-11-aura-edition-14-inch-intel/83tc006nmj,https://p4-ofp.static.pub/ShareResource/optimized/pdp/yoga/yoga-2-in-1-series/len101y0071/lenovo-yoga-1-in-2-gen-11-aura-edition-gallery-3.png,All Laptops,Intel® Core™ Ultra 7 355 Processor (LPE-cores up to 3.50 GHz P-cores up to 4.70 GHz),Integrated Intel® Graphics,32 GB LPDDR5X-7467MT/s (Soldered),1 TB SSD M.2 2242 PCIe Gen4 QLC,"14"" WUXGA (1920 x 1200), OLED, Glare, Touch, HDR 500 True Black, 100%DCI-P3, 400 nits, 60 Hz, Glass",,,"OS: Windows 11 Home 64 | Warranty: 2 Year PremiumCare | The Lenovo YOGA 7 2-in-1 offers a stunning 14"" OLED touch display with vibrant colors and HDR support. Equipped with an Intel® Core™ Ultra 7 processor, 32GB memory, and 1TB SSD, it's perfect for creators seeking performance and versatility."
